airline,flightId,scheduleDateTime,estimatedDateTime,airport,chkinrange,gatenumber,codeshare,masterflightid,remark,airportCode,terminalid,target_airport_code
제주항공,7C1107,202609271500,202609271500,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
트리니티항공,TW245,202609271500,202609271500,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
집에어,ZG044,202609271505,202609271505,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
이스타항공,ZE603,202609271510,202609271510,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ211,202609271535,202609271535,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
아시아나항공,OZ106,202609271545,202609271545,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8454,202609271545,202609271545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
전일본공수,NH6976,202609271545,202609271545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어 뉴질랜드,NZ4056,202609271545,202609271545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
유나이티드항공,UA7322,202609271545,202609271545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
대한항공,KE5495,202609271545,202609271545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어부산,BX166,202609271615,202609271615,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
제주항공,7C1109,202609271625,202609271625,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어서울,RS703,202609271645,202609271645,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
에티오피아항공,ET672,202609271715,202609271715,도쿄/나리타,D19-D23,,Master,,,NRT,P01,NRT
대한항공,KE713,202609271715,202609271715,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
전일본공수,NH5340,202609271715,202609271715,도쿄/나리타,D19-D23,,Slave,ET672,,NRT,P01,NRT
에어 프랑스,AF5378,202609271715,202609271715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아에로멕시코,AM6752,202609271715,202609271715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
델타항공,DL7897,202609271715,202609271715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
일본항공,JL5252,202609271715,202609271715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아시아나항공,OZ9849,202609271715,202609271715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
트리니티항공,TW247,202609271815,202609271815,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
아시아나항공,OZ108,202609271830,202609271830,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8455,202609271830,202609271830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
전일본공수,NH6978,202609271830,202609271830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
유나이티드항공,UA7297,202609271830,202609271830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE5497,202609271830,202609271830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE705,202609271835,202609271835,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
에어 프랑스,AF5376,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아에로멕시코,AM6700,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
델타항공,DL7781,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
일본항공,JL5206,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5503,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아시아나항공,OZ9851,202609271835,202609271835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
트리니티항공,TW249,202609272010,202609272010,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
에어부산,BX164,202609280710,202609280710,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
이스타항공,ZE605,202609280725,202609280725,도쿄/나리타,F19-G13,,Master,,,NRT,P02,NRT
진에어,LJ201,202609280725,202609280725,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
대한항공,KE5741,202609280725,202609280725,도쿄/나리타,E21-F17,,Slave,LJ201,,NRT,P03,NRT
진에어,LJ203,202609280755,202609280755,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
이스타항공,ZE601,202609280800,202609280800,도쿄/나리타,F19-G13,,Master,,,NRT,P02,NRT
에어서울,RS705,202609280810,202609280810,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
제주항공,7C1101,202609280810,202609280810,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
아시아나항공,OZ1041,202609280810,202609280810,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
아시아나항공,OZ102,202609280825,202609280825,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8453,202609280825,202609280825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
전일본공수,NH6972,202609280825,202609280825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
에어 뉴질랜드,NZ4060,202609280825,202609280825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
유나이티드항공,UA7318,202609280825,202609280825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
대한항공,KE5703,202609280825,202609280825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
트리니티항공,TW241,202609280835,202609280835,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
에어프레미아,YP731,202609280850,202609280850,도쿄/나리타,C05-C31,,Master,,,NRT,P01,NRT
에어서울,RS701,202609280920,202609280920,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
진에어,LJ205,202609280945,202609280945,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
제주항공,7C1175,202609280945,202609280945,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
파라타항공,WE501,202609280950,202609280950,도쿄/나리타,B21-B32,,Master,,,NRT,P02,NRT
대한항공,KE703,202609281010,202609281010,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
델타항공,DL7779,202609281010,202609281010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아에로멕시코,AM6750,202609281010,202609281010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
에어 타히티 누이,TN1577,202609281010,202609281010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
일본항공,JL5202,202609281010,202609281010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아시아나항공,OZ9843,202609281010,202609281010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
트리니티항공,TW243,202609281020,202609281020,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
제주항공,7C1103,202609281025,202609281025,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
파라타항공,WE503,202609281120,202609281120,도쿄/나리타,B21-B32,,Master,,,NRT,P02,NRT
이스타항공,ZE609,202609281220,202609281220,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
집에어,ZG046,202609281255,202609281255,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
대한항공,KE711,202609281300,202609281300,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
아시아나항공,OZ9845,202609281300,202609281300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
제주항공,7C1105,202609281320,202609281320,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
피치항공,MM652,202609281335,202609281335,도쿄/나리타,K29-K34,,Master,,,NRT,P02,NRT
제주항공,7C1171,202609281345,202609281345,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
이스타항공,ZE607,202609281410,202609281410,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ209,202609281445,202609281445,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
대한항공,KE707,202609281445,202609281445,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
아시아나항공,OZ9847,202609281445,202609281445,도쿄/나리타,A B C D,,Slave,KE707,,NRT,P03,NRT
대한항공,KE5093,202609281445,202609281445,도쿄/나리타,E21-F17,,Slave,LJ209,,NRT,P03,NRT
제주항공,7C1107,202609281500,202609281500,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
트리니티항공,TW245,202609281500,202609281500,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
집에어,ZG044,202609281505,202609281505,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
이스타항공,ZE603,202609281510,202609281510,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ211,202609281535,202609281535,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
아시아나항공,OZ106,202609281545,202609281545,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8454,202609281545,202609281545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
전일본공수,NH6976,202609281545,202609281545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어 뉴질랜드,NZ4056,202609281545,202609281545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
유나이티드항공,UA7322,202609281545,202609281545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
대한항공,KE5495,202609281545,202609281545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어부산,BX166,202609281615,202609281615,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
제주항공,7C1109,202609281625,202609281625,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어서울,RS703,202609281645,202609281645,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
에티오피아항공,ET672,202609281715,202609281715,도쿄/나리타,,,Master,,,NRT,P01,NRT
대한항공,KE713,202609281715,202609281715,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
전일본공수,NH5340,202609281715,202609281715,도쿄/나리타,,,Slave,ET672,,NRT,P01,NRT
에어 프랑스,AF5378,202609281715,202609281715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아에로멕시코,AM6752,202609281715,202609281715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
델타항공,DL7897,202609281715,202609281715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
일본항공,JL5252,202609281715,202609281715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아시아나항공,OZ9849,202609281715,202609281715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
트리니티항공,TW247,202609281815,202609281815,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
아시아나항공,OZ108,202609281830,202609281830,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8455,202609281830,202609281830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
전일본공수,NH6978,202609281830,202609281830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
유나이티드항공,UA7297,202609281830,202609281830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE5497,202609281830,202609281830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE705,202609281835,202609281835,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
에어 프랑스,AF5376,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아에로멕시코,AM6700,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
델타항공,DL7781,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
일본항공,JL5206,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5503,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아시아나항공,OZ9851,202609281835,202609281835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
트리니티항공,TW249,202609282010,202609282010,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
아시아나항공,OZ1785,202609220040,202609220037,도쿄/하네다,J06-J11,276,Master,,출발,HND,P03,HND
전일본공수,NH6896,202609220040,202609220037,도쿄/하네다,J06-J11,276,Slave,OZ1785,출발,HND,P03,HND
대한항공,KE5705,202609220040,202609220037,도쿄/하네다,J06-J11,276,Slave,OZ1785,출발,HND,P03,HND
대한항공,KE8751,202609220830,202609220840,도쿄/하네다,A B C D,220,Master,,출발,HND,P03,HND
아시아나항공,OZ9853,202609220830,202609220840,도쿄/하네다,A B C D,220,Slave,KE8751,출발,HND,P03,HND
에어 프랑스,AF5366,202609220830,202609220840,도쿄/하네다,A B C D,220,Slave,KE8751,출발,HND,P03,HND
일본항공,JL5256,202609220830,202609220840,도쿄/하네다,A B C D,220,Slave,KE8751,출발,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609220830,202609220840,도쿄/하네다,A B C D,220,Slave,KE8751,출발,HND,P03,HND
대한항공,KE751,202609222030,202609222030,도쿄/하네다,A B C D,254,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609222030,202609222030,도쿄/하네다,A B C D,254,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609222030,202609222030,도쿄/하네다,A B C D,254,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609222030,202609222030,도쿄/하네다,A B C D,254,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609222030,202609222030,도쿄/하네다,A B C D,254,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609222110,202609222110,도쿄/하네다,G17-J34,263,Master,,,HND,P03,HND
전일본공수,NH6896,202609222110,202609222110,도쿄/하네다,G17-J34,263,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609222110,202609222110,도쿄/하네다,G17-J34,263,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609222235,202609222235,도쿄/하네다,K29-K34,112,Master,,,HND,P02,HND
대한항공,KE751,202609232030,202609232030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609232030,202609232030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609232030,202609232030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609232030,202609232030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609232030,202609232030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609232110,202609232110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609232110,202609232110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609232110,202609232110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609232235,202609232235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
대한항공,KE751,202609242030,202609242030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609242030,202609242030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609242030,202609242030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609242030,202609242030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609242030,202609242030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609242110,202609242110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609242110,202609242110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609242110,202609242110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609242235,202609242235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
대한항공,KE751,202609252030,202609252030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609252030,202609252030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609252030,202609252030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609252030,202609252030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609252030,202609252030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609252110,202609252110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609252110,202609252110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609252110,202609252110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609252235,202609252235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
대한항공,KE751,202609262030,202609262030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609262030,202609262030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609262030,202609262030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609262030,202609262030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609262030,202609262030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609262110,202609262110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609262110,202609262110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609262110,202609262110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609262235,202609262235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
대한항공,KE751,202609272030,202609272030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609272030,202609272030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609272030,202609272030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609272030,202609272030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609272030,202609272030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609272110,202609272110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609272110,202609272110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609272110,202609272110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609272235,202609272235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
대한항공,KE751,202609282030,202609282030,도쿄/하네다,A B C D,,Master,,,HND,P03,HND
에어 프랑스,AF5366,202609282030,202609282030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
일본항공,JL5256,202609282030,202609282030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
버진 애틀랜틱 항공,VS5529,202609282030,202609282030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ9853,202609282030,202609282030,도쿄/하네다,A B C D,,Slave,KE751,,HND,P03,HND
아시아나항공,OZ178,202609282110,202609282110,도쿄/하네다,G17-J40,,Master,,,HND,P03,HND
전일본공수,NH6896,202609282110,202609282110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
대한항공,KE5705,202609282110,202609282110,도쿄/하네다,G17-J40,,Slave,OZ178,,HND,P03,HND
피치항공,MM808,202609282235,202609282235,도쿄/하네다,K29-K34,,Master,,,HND,P02,HND
아시아나항공,OZ112,202609220655,202609220705,오사카/ 간사이,G17-J40,263,Master,,출발,KIX,P03,KIX
에티하드 항공,EY8448,202609220655,202609220705,오사카/ 간사이,G17-J40,263,Slave,OZ112,출발,KIX,P03,KIX
전일본공수,NH6952,202609220655,202609220705,오사카/ 간사이,G17-J40,263,Slave,OZ112,출발,KIX,P03,KIX
대한항공,KE5721,202609220655,202609220705,오사카/ 간사이,G17-J40,263,Slave,OZ112,출발,KIX,P03,KIX
제주항공,7C1301,202609220710,202609220714,오사카/ 간사이,L13-L36,101,Master,,출발,KIX,P02,KIX
에어서울,RS711,202609220715,202609220720,오사카/ 간사이,E01-E10,289,Master,,출발,KIX,P03,KIX
피치항공,MM712,202609220730,202609220731,오사카/ 간사이,K29-K34,107,Master,,출발,KIX,P02,KIX
전일본공수,NH3512,202609220730,202609220731,오사카/ 간사이,K29-K34,107,Slave,MM712,출발,KIX,P02,KIX
진에어,LJ231,202609220740,202609220804,오사카/ 간사이,E21-F17,210,Master,,출발,KIX,P03,KIX
대한항공,KE5071,202609220740,202609220804,오사카/ 간사이,E21-F17,210,Slave,LJ231,출발,KIX,P03,KIX
제주항공,7C1391,202609220755,202609220757,오사카/ 간사이,L13-L36,45,Master,,출발,KIX,P01,KIX
트리니티항공,TW301,202609220800,202609220757,오사카/ 간사이,B01-B18,114,Master,,출발,KIX,P02,KIX
진에어,LJ241,202609220810,202609220821,오사카/ 간사이,E21-F17,233,Master,,출발,KIX,P03,KIX
제주항공,7C1303,202609220905,202609220908,오사카/ 간사이,L13-L36,36,Master,,출발,KIX,P01,KIX
이스타항공,ZE611,202609220915,202609220911,오사카/ 간사이,F22-G13,11,Master,,출발,KIX,P01,KIX
대한항공,KE723,202609220935,202609220941,오사카/ 간사이,A B C D,221,Master,,출발,KIX,P03,KIX
델타항공,DL7785,202609220935,202609220941,오사카/ 간사이,A B C D,221,Slave,KE723,출발,KIX,P03,KIX
몽골항공,OM6703,202609220935,202609220941,오사카/ 간사이,A B C D,221,Slave,KE723,출발,KIX,P03,KIX
일본항공,JL5210,202609220935,202609220941,오사카/ 간사이,A B C D,221,Slave,KE723,출발,KIX,P03,KIX
아시아나항공,OZ9855,202609220935,202609220941,오사카/ 간사이,A B C D,221,Slave,KE723,출발,KIX,P03,KIX
에어부산,BX172,202609220940,202609220959,오사카/ 간사이,E11-E19,288,Master,,출발,KIX,P03,KIX
아시아나항공,OZ9568,202609220940,202609220959,오사카/ 간사이,E11-E19,288,Slave,BX172,출발,KIX,P03,KIX
진에어,LJ233,202609221010,202609221014,오사카/ 간사이,E21-F17,208,Master,,출발,KIX,P03,KIX
피치항공,MM714,202609221020,202609221021,오사카/ 간사이,K29-K34,114,Master,,출발,KIX,P02,KIX
전일본공수,NH3524,202609221020,202609221021,오사카/ 간사이,K29-K34,114,Slave,MM714,출발,KIX,P02,KIX
제주항공,7C1305,202609221040,202609221044,오사카/ 간사이,L13-L36,119,Master,,출발,KIX,P02,KIX
트리니티항공,TW303,202609221050,202609221051,오사카/ 간사이,B01-B18,108,Master,,출발,KIX,P02,KIX
파라타항공,WE511,202609221110,202609221105,오사카/ 간사이,B25-B32,15,Master,,출발,KIX,P01,KIX
에어서울,RS713,202609221315,202609221315,오사카/ 간사이,E01-E10,289,Master,,탑승중,KIX,P03,KIX
에어부산,BX174,202609221300,202609221345,오사카/ 간사이,E11-E19,287,Master,,지연,KIX,P03,KIX
아시아나항공,OZ9570,202609221300,202609221345,오사카/ 간사이,E11-E19,287,Slave,BX174,지연,KIX,P03,KIX
제주항공,7C1393,202609221405,202609221405,오사카/ 간사이,L13-L36,27,Master,,탑승준비,KIX,P01,KIX
피치항공,MM706,202609221440,202609221440,오사카/ 간사이,K28-K34,105,Master,,,KIX,P02,KIX
대한항공,KE725,202609221505,202609221505,오사카/ 간사이,A B C D,263,Master,,,KIX,P03,KIX
에어 프랑스,AF5374,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
델타항공,DL7787,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
일본항공,JL5212,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
몽골항공,OM6705,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
버진 애틀랜틱 항공,VS5548,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
아시아나항공,OZ9857,202609221505,202609221505,오사카/ 간사이,A B C D,263,Slave,KE725,,KIX,P03,KIX
이스타항공,ZE613,202609221515,202609221515,오사카/ 간사이,F24-G13,16,Master,,,KIX,P01,KIX
에어서울,RS715,202609221520,202609221520,오사카/ 간사이,E01-E10,288,Master,,,KIX,P03,KIX
에어부산,BX176,202609221450,202609221550,오사카/ 간사이,E11-E19,284,Master,,지연,KIX,P03,KIX
아시아나항공,OZ9572,202609221450,202609221550,오사카/ 간사이,E11-E19,284,Slave,BX176,지연,KIX,P03,KIX
트리니티항공,TW305,202609221555,202609221555,오사카/ 간사이,B01-B18,104,Master,,,KIX,P02,KIX
진에어,LJ239,202609221610,202609221610,오사카/ 간사이,E21-F17,215,Master,,,KIX,P03,KIX
아시아나항공,OZ114,202609221640,202609221640,오사카/ 간사이,G17-J34,254,Master,,,KIX,P03,KIX
에티하드 항공,EY8449,202609221640,202609221640,오사카/ 간사이,G17-J34,254,Slave,OZ114,,KIX,P03,KIX
전일본공수,NH6954,202609221640,202609221640,오사카/ 간사이,G17-J34,254,Slave,OZ114,,KIX,P03,KIX
대한항공,KE5723,202609221640,202609221640,오사카/ 간사이,G17-J34,254,Slave,OZ114,,KIX,P03,KIX
제주항공,7C1307,202609221700,202609221700,오사카/ 간사이,L13-L36,101,Master,,,KIX,P02,KIX
대한항공,KE721,202609221845,202609221900,오사카/ 간사이,A B C D,214,Master,,,KIX,P03,KIX
아시아나항공,OZ9859,202609221845,202609221900,오사카/ 간사이,A B C D,214,Slave,KE721,,KIX,P03,KIX
제주항공,7C1395,202609221920,202609221920,오사카/ 간사이,L13-L36,101,Master,,,KIX,P02,KIX
아시아나항공,OZ116,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Master,,,KIX,P03,KIX
에어캐나다,AC6974,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Slave,OZ116,,KIX,P03,KIX
에티오피아항공,ET1290,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Slave,OZ116,,KIX,P03,KIX
에티하드 항공,EY8450,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Slave,OZ116,,KIX,P03,KIX
전일본공수,NH6956,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Slave,OZ116,,KIX,P03,KIX
대한항공,KE5499,202609221935,202609221935,오사카/ 간사이,G17-J34,283,Slave,OZ116,,KIX,P03,KIX
아시아나항공,OZ118,202609222040,202609222040,오사카/ 간사이,G17-J34,276,Master,,,KIX,P03,KIX
대한항공,KE5501,202609222040,202609222040,오사카/ 간사이,G17-J34,276,Slave,OZ118,,KIX,P03,KIX
대한항공,KE737,202609222050,202609222050,오사카/ 간사이,A B C D,238,Master,,,KIX,P03,KIX
델타항공,DL7874,202609222050,202609222050,오사카/ 간사이,A B C D,238,Slave,KE737,,KIX,P03,KIX
일본항공,JL5268,202609222050,202609222050,오사카/ 간사이,A B C D,238,Slave,KE737,,KIX,P03,KIX
